Year,Afghanistan,Angola,Albania,Arab World,United Arab Emirates,Argentina,Armenia,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,"Bahamas, The",Bosnia and Herzegovina,Belarus,Belize,Bolivia,Brazil,Barbados,Brunei Darussalam,Bhutan,Botswana,Central African Republic,Canada,Central Europe and the Baltics,Switzerland,Channel Islands,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Comoros,Cabo Verde,Costa Rica,Caribbean small states,Cuba,Cyprus,Czech Republic,Germany,Djibouti,Denmark,Dominican Republic,Algeria,East Asia & Pacific (excluding high income),Early-demographic dividend,East Asia & Pacific,Europe & Central Asia (excluding high income),Europe & Central Asia,Ecuador,"Egypt, Arab Rep.",Euro area,Eritrea,Spain,Estonia,Ethiopia,European Union,Fragile and conflict affected situations,Finland,Fiji,France,Gabon,United Kingdom,Georgia,Ghana,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Guatemala,Guam,Guyana,High income,"Hong Kong SAR, China",Honduras,Heavily indebted poor countries (HIPC),Croatia,Haiti,Hungary,IBRD only,IDA & IBRD total,IDA total,IDA blend,Indonesia,IDA only,India,Ireland,"Iran, Islamic Rep.",Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,"Korea, Rep.",Kuwait,Latin America & Caribbean (excluding high income),Lao PDR,Lebanon,Liberia,Libya,St. Lucia,Latin America & Caribbean,Least developed countries: UN classification,Low income,Sri Lanka,Lower middle income,Low & middle income,Lesotho,Late-demographic dividend,Lithuania,Luxembourg,Latvia,"Macao SAR, China",Morocco,Moldova,Madagascar,Maldives,Middle East & North Africa,Mexico,Middle income,North Macedonia,Mali,Malta,Myanmar,Middle East & North Africa (excluding high income),Montenegro,Mongolia,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,North America,Namibia,New Caledonia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,New Zealand,OECD members,Oman,Other small states,Pakistan,Panama,Peru,Philippines,Papua New Guinea,Poland,Pre-demographic dividend,Puerto Rico,"Korea, Dem. People’s Rep.",Portugal,Paraguay,West Bank and Gaza,Pacific island small states,Post-demographic dividend,French Polynesia,Qatar,Romania,Russian Federation,Rwanda,South Asia,Saudi Arabia,Sudan,Senegal,Singapore,Solomon Islands,Sierra Leone,El Salvador,Somalia,Serbia,Sub-Saharan Africa (excluding high income),South Sudan,Sub-Saharan Africa,Small states,Sao Tome and Principe,Suriname,Slovak Republic,Slovenia,Sweden,Eswatini,Syrian Arab Republic,Chad,East Asia & Pacific (IDA & IBRD countries),Europe & Central Asia (IDA & IBRD countries),Togo,Thailand,Tajikistan,Turkmenistan,Latin America & the Caribbean (IDA & IBRD countries),Timor-Leste,Middle East & North Africa (IDA & IBRD countries),Tonga,South Asia (IDA & IBRD),Sub-Saharan Africa (IDA & IBRD countries),Trinidad and Tobago,Tunisia,Turkey,Tanzania,Uganda,Ukraine,Upper middle income,Uruguay,United States,Uzbekistan,St. Vincent and the Grenadines,"Venezuela, RB",Virgin Islands (U.S.),Vietnam,Vanuatu,World,Samoa,"Yemen, Rep.",South Africa,Zambia,Zimbabwe
1990,19.35320741,94.85129306,73.98190126,26.04244619,31.19520633,59.57836633,68.93061895,69.0328527,62.0605862,84.8269726,100.4648569,60.17116916,64.26490346,84.04184471,27.87830822,88.29579111,33.23118884,81.66142196,60.48347984,78.67800982,41.84095421,68.89510468,50.22286177,78.84342438,56.19733887,74.85379783,62.42774401,80.49142383,76.1779396,78.1831428,71.05197798,66.72369496,42.76102839,86.40867864,57.26982128,89.85886228,99.91494534,91.34992311,60.70872719,58.24134465,49.62485383,39.24833406,67.74706854,56.78661489,63.11553949,73.39526847,62.30705706,56.58384998,82.65637521,44,15.07563951,82.73272243,44.09681709,80.70069681,73.58176458,69.67653198,58.07487931,29.34767626,61.71692389,80.78252364,50.10361116,75.78254193,74.02945232,66.50699161,73.19205636,81.98498407,50.0250758,70.65648669,62.09621807,70.20243121,77.72982565,92.79093917,97.21795631,65.83333434,78.6992233,73.17283597,53.72467208,43.98020291,70.99902884,45.07347589,67.57737658,59.6847415,49.8930046,79.8526846,68.61671165,73.58321838,74.56766763,66.613008,66.6268127,66.69708921,60.49956241,60.75733982,69.42907884,35.72524402,51.34376395,12.05986954,10.50497053,83.7640603,64.22323907,52.7968874,81.64637968,15.66391499,64.75833857,84.14870455,90.82294962,65.62056275,92.30394914,64.1200519,47.07045873,51.72757117,96.87614201,27.41102224,85.10871934,40.80595974,60.98092094,51.54989096,70.95338793,78.18199032,57.37518721,49.47356456,66.62407744,80.24183873,80.78892602,78.7883097,49.92683752,76.48582985,61.78076562,29.68770223,92.87132623,94.45318331,26.23653045,23.53605867,39.77809287,65.83445871,63.11929308,74.50784656,37.35670963,70.55297882,22.0173884,74.66000829,80.98266942,106.1224501,40.03524923,46.95471876,96.63558701,57.72594913,74.80237793,75.72679136,85.01590873,76.52337476,82.19015389,43.2505584,61.07249332,78.46766949,89.39909738,71.92011712,65.43474969,25.81086137,66.55423562,16.54215523,48.5282925,58.60710837,61.26815134,95.59099331,76.20271055,80.85026689,50.58139598,87.70454215,66.34193235,61.13777286,17.01518213,65.5184696,69.02557574,68.20867884,47.80435686,82.18725108,77.65156733,93.0884778,35.1090518,18.35012521,30.61357863,43.84072416,59.8521535,96.49516014,97.06469978,47.68899881,32.14472492,71.71643783,81.51801635,91.79267691,81.43792834,66.79719839,47.49262306,52.16779175,81.54482611,79.34058818,87.58496684,65.65003101,26.14417856,81.08886067,82.66156475,74.29470441,81.669499,78.68542433,52.80879846,62.98981836,51.37454722,85.5612871,22.05283213,47.63231216,35.1090518,81.43792834,50.65547982,29.6537078,42.13392812,93.76726763,80.72506511,82.68633344,75.72881252,59.46405448,74.64470724,67.45019769,54.67821613,56.78137721,83.29856553,88.57698211,77.33469539,66.82609335,58.04444716,22.92949938,57.4459217,85.77401009,80.94143807
1991,19.44093139,94.7414449,77.40316849,26.17987252,32.05370051,60.75134857,69.08582378,69.54545232,62.55714417,84.86842239,100.5342275,62.17234632,64.25770137,84.00132259,28.04256758,88.45024779,33.08941326,81.82836742,61.30164483,78.76517118,42.79780016,69.2653333,50.49433305,80.37495213,56.56269318,74.82242926,63.08201004,80.45678786,77.16419572,78.0259922,70.38642969,66.50575032,43.46814789,86.31963669,57.38366735,89.72610395,99.32374847,91.72045839,60.92311663,57.98772557,50.28355586,40.89865954,68.83436181,54.66068832,63.50910353,73.21353232,66.24309126,56.48561456,83.85423972,44.01572979,15.02530163,82.54673713,44.14108995,80.55403263,73.51005485,70.24056629,58.49661162,29.32507075,63.38457993,80.08648564,50.63234525,75.47195906,73.90335947,67.65533088,73.14851632,82.08191335,50.00625212,71.97392817,61.85886329,70.58983396,78.64569327,92.94268738,96.47166438,65.03058542,78.69328459,73.25061643,51.44752577,44.21525636,70.89787099,46.02464859,68.21075784,61.00278331,49.12025124,79.73594543,67.92370892,74.40629715,74.33782633,66.46108618,66.49759647,66.68148353,60.60159492,59.85134533,69.35508895,35.80713573,52.2158237,12.28507276,10.61657249,83.13817236,64.90204014,53.55535374,82.52167433,15.8852236,65.17547264,83.96711676,91.20291971,66.95237144,92.08389023,63.52082223,47.68850569,52.07858376,96.93593461,28.0252029,85.15214316,41.42493598,61.08487753,51.91773203,70.85973246,77.94407607,53.26935413,49.48365534,66.48904139,80.5824083,80.67901301,78.25776998,52.22383534,75.94060577,62.15877322,30.02840241,92.74733902,94.42199629,28.34140567,23.72159127,40.28581711,65.69885223,63.24429147,74.51641224,37.4068575,70.56961602,22.16483675,74.32478554,80.91507308,106.7360685,40.02439845,47.42129167,96.48614501,57.63077471,75.26745523,76.12923807,85.20327662,76.45561489,82.23282334,42.81195263,62.16139626,79.94485158,89.4875688,72.75810844,66.06532642,26.10904646,66.63454591,16.39791383,49.71996256,58.81236417,61.44500353,95.82488329,76.25017609,80.7681742,50.17857242,87.32539483,68.8045838,61.31258515,17.08016531,65.81739537,69.67255823,68.54629549,48.70946793,81.78370592,77.49767509,93.45117529,35.08275213,18.01085429,31.73127206,44.01977525,60.11911852,96.52276483,96.89660968,48.07072287,31.77192142,72.12199538,81.53253455,91.50225183,81.45430627,67.14191333,47.91370417,52.11574461,81.6963098,79.29515314,87.16339168,66.04356216,26.55299836,80.87021454,82.4775948,74.20783957,81.65123049,78.37997697,52.97205943,63.56578431,51.80914568,85.33298305,22.20136476,50.6280607,35.08275213,81.45430627,53.11714023,29.76348523,42.35617096,93.74585231,80.45015979,82.33737642,75.58921509,60.07085596,75.05022404,67.90025075,55.27259169,57.7909783,83.13469877,88.56621712,77.3358834,66.85158786,57.89288987,22.84194679,58.11394441,85.77235747,81.09234722
1992,19.50848637,94.56155581,78.14061124,26.10664464,32.68486713,61.93616364,69.31279852,69.98384019,64.16143742,85.6208413,100.6385836,63.7800471,64.30893344,83.31126339,28.25889816,88.6082112,33.82234983,82.03230934,61.65473499,78.67921651,43.84757079,69.43666869,52.37633245,80.37850281,57.98918381,74.86150297,63.68834212,80.45650417,77.63764803,77.95513073,71.40716849,66.90821539,44.54052249,86.1897965,57.58513774,89.66379103,98.75385128,92.14718783,61.31343101,58.21201842,50.9766552,40.66821676,69.93350599,52.44068569,65.21200348,73.3633057,67.08771823,56.79581669,84.6132702,45.37243047,15.06352084,82.45664327,44.38858132,80.46170574,73.11937335,70.4288765,58.73816229,29.53446518,64.0641812,79.40592491,52.31327305,74.80412119,73.81639886,68.19078851,73.12792758,81.93191947,49.96863918,72.67071171,61.44350939,71.51925067,79.70546163,93.13056521,95.95376313,64.43408314,78.68296758,73.15068588,53.31325408,44.57274729,70.91151362,47.02669816,68.63226477,59.88008546,49.82026527,79.63855137,68.3325999,75.27693965,74.29706099,66.43812516,66.49046583,66.75175838,60.93100217,60.60384605,69.30827605,35.93232613,54.01054606,12.61056308,10.77993651,84.11455651,67.01578169,52.72277561,83.43157336,16.61218395,64.91182961,83.92146961,91.64703131,69.18724789,91.72696483,63.01571977,48.04586479,53.10191491,97.01818293,28.86255038,85.09937702,42.13654724,62.14139257,52.95326066,70.76453007,77.70940823,49.62827722,49.55088077,66.47121978,80.95463488,80.65534898,76.84047428,55.91255658,74.79467239,64.16306135,29.80251189,92.42190463,94.45255219,30.59662045,23.71287657,41.09975243,65.68989052,63.40774188,74.46676079,37.90190615,70.39555508,22.38723455,74.15672609,80.92298127,107.0620054,40.08141403,47.66756969,96.35082235,57.55148532,75.7595984,76.56963089,85.10849029,76.48687214,82.54942907,41.79436242,64.61825267,79.61995568,89.60925155,73.09061499,66.38972788,26.23902927,66.80944174,16.38994277,49.70599198,59.21736098,61.33556024,96.24812007,76.41414752,80.74890148,51.8506333,86.86123096,68.81978604,61.37906981,17.22350175,66.14694753,70.02423026,68.61082876,48.50171073,81.65541922,76.90470061,94.14171613,35.11967935,17.86656731,32.88661212,44.18822993,60.66237051,96.54065196,95.97081063,49.20768329,31.59677079,72.36316677,81.62221113,91.46246754,81.54522562,67.55586447,48.29338023,51.53383519,80.54817054,79.32560414,87.30000087,66.27978956,27.25956245,80.72740234,82.39269388,73.89370682,81.70449423,78.10826787,53.16048421,64.93915419,52.92070615,85.10218108,22.42477021,53.7374511,35.11967935,81.54522562,55.77566414,30.13387035,40.84683983,93.7444701,80.80639155,81.87898373,75.58909711,62.31960016,75.54841884,69.30875774,56.60962534,58.50486223,82.92075938,88.57803248,77.33877264,66.92078759,57.86174363,22.91013067,58.82764027,85.82054341,81.31180495
1993,19.53045653,94.20973724,77.08576629,26.33870495,33.42847951,63.21504741,69.60872349,70.21709924,65.13722169,86.82057933,100.778951,65.52067989,65.8746357,82.62313535,28.52116557,87.85879126,34.5783693,82.27817153,61.52739771,78.61719243,44.21441823,69.8175201,54.27386558,81.13306041,59.41778506,74.92881388,64.3238933,80.55555556,77.92952803,77.78031388,71.09004712,66.37368739,45.29958771,86.03965719,57.84817514,89.6129024,98.17777498,92.51662083,61.8173143,58.41121495,51.67567623,41.51769184,71.04140515,49.77155669,63.57823067,73.47942068,67.27815924,57.33266781,84.64632465,46.23602636,15.03158424,82.26508891,44.39343371,80.28530254,72.20883122,70.29243513,58.96649097,29.73571436,64.56440457,78.79722458,53.51211397,74.69680621,73.81587457,68.50584485,73.04304546,81.78334993,49.93721844,73.89124042,61.33516629,72.75915032,80.92730263,93.3918398,95.67198399,63.96738613,78.76364043,73.01152313,53.73541481,44.83516448,70.95601871,47.99950825,68.92521692,59.41750054,50.61394841,79.61666798,68.74630458,76.17229087,73.62619431,66.31006735,66.4182162,66.95263917,61.55912712,59.82843212,69.31036845,36.10091133,56.63222538,12.98101591,10.86215932,86.33461982,66.87132993,52.37650237,84.35084799,16.89913394,64.37691313,83.87633109,92.18112104,71.75944498,91.36009665,63.04815879,48.44227522,54.15154228,97.12449021,29.38799216,85.21092691,42.90810377,63.20524592,53.99348671,70.72275838,77.4892205,49.1248551,49.73470344,66.38890464,81.33031619,80.61568919,76.0632294,54.17888917,74.59870747,64.87204308,29.69488023,92.20582882,94.49438031,33.0093228,23.95293745,41.99579091,65.60962753,63.67007245,74.5161731,38.55553923,70.25769323,22.56470965,74.02353869,81.01866541,107.4147308,40.20969459,47.77054126,96.43127147,57.48853963,76.21934029,76.89644304,84.87477097,76.57167722,82.77260303,40.79700826,65.35263583,80.38298309,89.74556948,73.01739462,66.48039989,26.32680631,66.92454648,17.0902081,49.82140602,59.74077338,61.59093445,96.92909413,76.468035,80.74848174,54.60003398,86.38772985,70.4819256,61.72030844,17.21854333,66.508641,70.26478229,68.61146766,48.58606256,81.66732131,76.2688813,95.04593323,35.32973256,18.3440944,34.10229453,44.42201508,61.80230415,96.57468504,96.05604323,51.70919371,31.39549952,72.39702554,81.76901143,91.59023146,81.69304063,67.93079443,48.71086611,49.77231676,78.94435093,79.4812738,86.96796357,66.55808754,27.54867579,80.53064588,82.20528587,73.15140627,81.5635538,77.84409896,53.39213031,65.23640541,54.03780657,84.90863231,22.60408188,56.97659236,35.32973256,81.69304063,58.66793175,30.23162296,34.15511212,93.76382216,81.15325409,81.33312276,75.43789734,62.2163265,76.02795381,69.96058179,57.63975345,58.60242154,82.37891508,88.56969055,77.37049911,66.91061113,57.88374322,22.82800846,59.68741396,85.93895595,81.63467808
1994,19.53452905,94.21785423,76.25937192,26.82115294,33.70798734,64.22116038,69.94873282,71.3879087,68.29962724,87.80028164,100.9566154,65.82840095,67.50857108,81.90698625,28.81818251,86.96160071,35.35330483,82.56279322,61.25502616,78.61793375,43.8484251,70.2163832,56.21933724,81.86089233,60.90774132,75.01556714,65.08875891,80.70977424,77.95285938,77.67285718,70.67574583,66.13404928,45.94210455,85.88456717,58.16522495,89.69986624,97.94643629,92.74889859,62.4061957,58.5197609,52.42483016,42.90767316,71.5118478,49.56903114,66.13523573,73.71668881,68.29268386,57.8694895,81.12917074,46.45962922,15.05072538,82.14911865,44.91110933,80.23011464,72.41115891,70.72482573,59.40024552,30.42825908,65.51090485,78.29773271,55.79643359,74.71264568,73.82699547,69.12670797,73.02523032,81.84670332,49.9055287,74.57840682,61.34020669,73.14527432,82.29885049,93.64177004,95.52216595,64.49795502,78.94992714,73.02754901,54.37885073,45.17848875,71.07086861,47.53555863,69.70830244,60.51335322,50.46088113,79.64569186,69.15021507,77.11886757,72.33682655,66.39528728,66.51372231,67.09306759,61.87690244,60.7125587,69.37584174,36.32914479,57.81641003,13.39588222,10.89367282,87.14985143,68.86676495,53.17799835,85.30897317,17.22634136,64.4156841,83.94012005,92.74556091,75.33069036,91.21669774,63.49227092,48.80751879,55.28550673,97.27592679,29.77745774,85.37598145,43.67679445,64.25899714,55.10288672,70.75057115,77.35913668,50.14315541,49.95368008,66.47587349,81.77575277,80.61511015,75.66365662,56.04101437,74.47230829,66.92612293,30.33273173,91.99339941,94.51439152,35.59800677,24.47156499,42.94471239,65.70629108,63.61338108,74.62798474,38.891191,70.10238665,23.02286419,73.92643032,81.15478512,107.6456085,40.31884507,47.9036004,96.32149374,57.42346885,77.64703304,77.31715053,84.66435733,76.69924129,83.10474854,40.07714106,66.72859484,80.61002357,89.87439155,74.07760668,67.3929346,26.43128546,67.33145355,17.47211872,51.15474564,60.35862093,61.52557612,97.1252342,77.12852744,80.83453346,54.7751917,85.97239377,71.47598133,62.13876197,17.14531833,66.82591722,71.04105361,68.63415998,48.31508548,81.82057386,75.76648285,95.69892773,35.56530417,18.80276254,35.35246571,44.72688242,62.60110852,96.58874868,96.1438824,53.48725058,31.27999047,72.34685176,81.99069834,91.64835267,81.91546464,68.34558125,49.22892605,49.75064089,74.27085914,79.62048882,86.24392803,67.10341608,27.97763831,80.48111304,82.09390269,73.38991334,82.28891335,77.60479407,53.65149385,66.96716989,55.18428257,84.77690428,23.06664788,60.34528126,35.56530417,81.91546464,58.75849313,30.43069996,39.69592568,93.81363,81.51401045,80.99650344,75.5402892,63.1482206,77.61314735,70.85025617,57.89538784,58.41733903,82.38055973,88.57873886,77.32907134,67.13455365,57.79737244,22.99304921,60.67575269,86.03078002,82.00265768
1995,19.61484428,94.40079142,75.07047895,26.95451568,33.94834045,64.13130479,70.30774216,72.53311356,69.41126505,88.05361348,101.161456,66.37690735,69.20766563,81.19153807,29.1647701,85.92905114,36.11174593,82.95288877,60.70963553,78.76782534,43.88030216,70.61323935,58.19551158,82.26453944,62.44579618,75.10966239,66.05616501,80.94707392,78.55068615,77.22762709,70.52951259,66.53032039,46.93112803,85.74465577,58.53570464,89.8563919,97.95974857,93.1524368,62.99118768,58.98876236,53.23943712,43.63767785,70.90837557,49.55675001,65.05891663,73.32397832,68.90393193,58.16132657,79.32922429,47.12844576,15.18661603,82.05379509,45.09423781,80.17285944,72.37055928,70.96536084,59.64569408,29.03404224,66.32006675,77.84134721,57.22751027,74.8918335,74.78318914,69.55483603,73.12914994,83.83096317,49.8675753,75.47498145,61.52653088,73.42023002,81.63685417,93.89075707,95.54710641,65.02115301,79.28466602,73.27735609,55.34082191,45.7292238,71.16392105,47.08348999,70.03234257,61.74207454,51.21704063,79.90385878,69.53361225,78.10770926,68.39003011,66.4268872,66.55891748,67.19798065,61.68681417,60.57136036,69.58881453,36.37984411,58.76360377,13.84472621,11.0110886,86.7153302,70.27545282,53.94504249,83.88939864,17.66830299,64.24810198,84.10009935,93.31646354,76.58119572,91.28635305,64.17375419,48.46071769,56.75091664,97.40496487,30.1069143,85.42989655,44.42372726,65.2934317,56.53687108,70.95365115,77.49300457,48.45938541,49.9404526,66.52067624,82.23398915,80.64651866,75.6666241,53.32526727,74.37064817,66.37824949,30.06260597,91.9500777,94.54627408,38.36306681,24.65634543,45.22836833,65.735416,63.52923564,74.79023464,39.15763014,69.93732072,22.85615629,73.87263218,81.32520662,107.8088058,40.52905711,48.16411827,96.28135067,57.38207524,77.96890253,77.25239902,84.60797923,76.84175671,83.55542026,39.60187247,67.63402922,82.48449024,90.0044083,74.6074729,67.8473799,26.53061053,67.57586053,15.03244418,52.35473913,64.241722,61.58010186,96.80200851,76.71766664,81.01379391,55.02408499,85.60410785,71.7866458,61.87696913,17.29550663,66.96068346,71.40558049,68.54300251,47.95086163,82.17466029,75.72801995,97.03183956,35.43772182,19.26961911,36.63261192,45.20660125,63.33711772,96.58180869,96.05903819,51.79622597,30.86483792,72.19398757,82.38035245,91.36374785,82.30612106,68.36731635,49.86562957,49.40610368,74.73912999,79.70565195,86.26277395,68.11800082,28.29291995,80.43614087,82.00251533,73.34072417,82.8813265,79.45964823,53.93774212,67.91823132,56.65920002,84.74465617,22.8983757,60.42730762,35.43772182,82.30612106,59.15140302,30.85837475,39.69790907,93.90446659,81.85228402,81.10709303,75.66645245,64.28198027,77.90494577,71.33507711,59.40495473,58.92204856,82.33020069,88.58224625,77.36210468,67.23094686,57.73985664,24.3331976,61.820787,86.15492583,82.31625352
